"","Code","Name","Postcode","Start","Close","Sector","CCG20CD","CCG20NM","STP20CD","STP20CDH","STP20NM","NHSER20CD","NHSER20CDH","NHSER20NM","STPCDH","latitude","longitude","Successor.Code","Organisation.Name","Latest.Status","Date.Of.Publication","Primary.Sector","Commissioner..From.ODS.","Successor.Status","Final.Status","Short.Status"
"225","RKL","WEST LONDON NHS TRUST","UB2 4SD",2001-04-01,,"Trust",,,"E54000027",,"North West London Health and Care Partnership","E40000003","Y56","London","QRV",51.50598,-0.356441,,"WEST LONDON NHS TRUST","20/21 Standards Met","05/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"226","RL1","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","SY10 7AG",1994-04-01,,"Trust",,,"E54000011",,"Shropshire and Telford and Wrekin","E40000008","Y60","Midlands","QOC",52.884212,-3.032685,,"The Robert Jones & Agnes Hunt Orthopaedic Hospital NHS Foundation Trust","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"227","RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","WV10 0QP",1994-04-01,,"Trust",,,"E54000016",,"The Black Country and West Birmingham","E40000008","Y60","Midlands","QUA",52.599722,-2.095555,,"THE ROYAL WOLVERHAMPTON NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"228","RLQ","WYE VALLEY NHS TRUST","HR1 2ER",1994-04-01,,"Trust",,,"E54000019",,"Herefordshire and Worcestershire","E40000008","Y60","Midlands","QGH",52.057013,-2.705709,,"WYE VALLEY NHS TRUST (RLQ)","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"229","RLT","GEORGE ELIOT HOSPITAL NHS TRUST","CV10 7DJ",1994-04-01,,"Trust",,,"E54000018",,"Coventry and Warwickshire","E40000008","Y60","Midlands","QWU",52.51258,-1.478439,,"GEORGE ELIOT HOSPITAL NHS TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"230","RLY","NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST","ST4 8HH",1994-04-01,,"Trust",,,"E54000010",,"Staffordshire and Stoke on Trent","E40000008","Y60","Midlands","QNC",52.969919,-2.167218,,"NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST","20/21 Standards Met","23/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"231","RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","NR4 7UY",1994-04-01,,"Trust",,,"E54000022",,"Norfolk and Waveney Health and Care Partnership","E40000007","Y61","East of England","QMM",52.617567,1.221195,,"NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"232","RM3","NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST","M6 8HD",1994-04-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.487545,-2.323424,,"Northern Care Alliance NHS Foundation Trust","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"233","RMC","BOLTON NHS FOUNDATION TRUST","BL4 0JR",1994-04-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.553957,-2.429894,,"BOLTON NHS FOUNDATION TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"234","RMP","TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST","OL6 9RW",1994-04-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.49153,-2.071433,,"TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"235","RMY","NORFOLK AND SUFFOLK NHS FOUNDATION TRUST","NR6 5BE",1994-04-01,,"Trust",,,"E54000022",,"Norfolk and Waveney Health and Care Partnership","E40000007","Y61","East of England","QMM",52.659531,1.250872,,"NORFOLK AND SUFFOLK NHS FOUNDATION TRUST","20/21 Standards Met","29/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"236","RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","SN3 6BB",1994-04-01,,"Trust",,,"E54000040",,"Bath and North East Somerset, Swindon and Wiltshire","E40000006","Y58","South West","QOX",51.538528,-1.7272,,"GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","18/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"237","RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RG24 9NA",1994-04-01,,"Trust",,,"E54000042",,"Hampshire and the Isle of Wight","E40000005","Y59","South East","QRL",51.280633,-1.109918,,"HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"238","RN7","DARTFORD AND GRAVESHAM NHS TRUST","DA2 8DA",1994-04-01,,"Trust",,,"E54000032",,"Kent and Medway","E40000005","Y59","South East","QKS",51.434952,0.258645,,"DARTFORD AND GRAVESHAM NHS TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"239","RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","DY1 2HQ",1994-04-01,,"Trust",,,"E54000016",,"The Black Country and West Birmingham","E40000008","Y60","Midlands","QUA",52.502944,-2.118518,,"THE DUDLEY GROUP NHS FOUNDATION TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"240","RNK","TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST","NW3 5BA",1994-04-01,,"Trust",,,"E54000028",,"North London Partners in Health and Care","E40000003","Y56","London","QMJ",51.546898,-0.175443,,"TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"241","RNN","NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST","CA2 7HY",2001-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",54.896504,-2.957796,,"North Cumbria Integrated Care NHS Foundation Trust","20/21 Approaching Standards","28/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"242","RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","NN16 8UZ",1994-04-01,,"Trust",,,"E54000020",,"Northamptonshire","E40000008","Y60","Midlands","QPM",52.402783,-0.741293,,"KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","20/21 Standards Met","02/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"243","RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","NN1 5BD",1994-04-01,,"Trust",,,"E54000020",,"Northamptonshire","E40000008","Y60","Midlands","QPM",52.236068,-0.883829,,"NORTHAMPTON GENERAL HOSPITAL NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"244","RNU","OXFORD HEALTH NHS FOUNDATION TRUST","OX3 7JX",1994-04-01,,"Trust",,,"E54000044",,"Buckinghamshire, Oxfordshire and Berkshire West","E40000005","Y59","South East","QU9",51.750841,-1.22232,,"OXFORD HEALTH NHS FOUNDATION TRUST","20/21 Standards Met","04/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"245","RNZ","SALISBURY NHS FOUNDATION TRUST","SP2 8BJ",1994-04-01,,"Trust",,,"E54000040",,"Bath and North East Somerset, Swindon and Wiltshire","E40000006","Y58","South West","QOX",51.043946,-1.789823,,"SALISBURY NHS FOUNDATION TRUST","20/21 Standards Met","28/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"246","RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","NN15 7PW",2001-04-01,,"Trust",,,"E54000020",,"Northamptonshire","E40000008","Y60","Midlands","QPM",52.3941,-0.7222,,"NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","20/21 Standards Met","03/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"247","RP4","GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST","WC1N 3JH",1994-04-01,,"Trust",,,"E54000028",,"North London Partners in Health and Care","E40000003","Y56","London","QMJ",51.52221,-0.119924,,"Great Ormond Street Hospital for Children NHS Foundation Trust","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"248","RP5","DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST","DN2 5LT",2001-04-01,,"Trust",,,"E54000009",,"South Yorkshire and Bassetlaw","E40000009","Y63","North East and Yorkshire","QF7",53.530805,-1.108942,,"DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","30/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"249","RP6","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","EC1V 2PD",1994-04-01,,"Trust",,,"E54000028",,"North London Partners in Health and Care","E40000003","Y56","London","QMJ",51.527246,-0.089889,,"MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"250","RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","LN1 1FS",2001-04-01,,"Trust",,,"E54000013",,"Lincolnshire","E40000008","Y60","Midlands","QJM",53.244029,-0.556905,,"LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"251","RPA","MEDWAY NHS FOUNDATION TRUST","ME7 5NY",1994-04-01,,"Trust",,,"E54000032",,"Kent and Medway","E40000005","Y59","South East","QKS",51.379862,0.542062,,"MEDWAY NHS FOUNDATION TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"252","RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","RH19 3DZ",1994-04-01,,"Trust",,,"E54000053",,"Sussex and East Surrey Health and Care Partnership","E40000005","Y59","South East","QNX",51.135073,-0.0029,,"THE QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","20/21 Standards Exceeded","30/06/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"253","RPG","OXLEAS NHS FOUNDATION TRUST","DA2 7WG",1994-04-01,,"Trust",,,"E54000030",,"Our Healthier South East London","E40000003","Y56","London","QKK",51.434795,0.174741,,"OXLEAS NHS FOUNDATION TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"254","RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","SW3 6JJ",1994-04-01,,"Trust",,,"E54000027",,"North West London Health and Care Partnership","E40000003","Y56","London","QRV",51.490561,-0.172565,,"THE ROYAL MARSDEN NHS FOUNDATION TRUST","20/21 Standards Met","28/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"255","RQ3","BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST","B4 6NH",1995-04-01,,"Trust",,,"E54000017",,"Birmingham and Solihull","E40000008","Y60","Midlands","QHL",52.484784,-1.893808,,"Birmingham Women?s and Children?s NHS Foundation Trust","20/21 Approaching Standards","29/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"256","RQM","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","SW10 9NH",1994-04-01,,"Trust",,,"E54000027",,"North West London Health and Care Partnership","E40000003","Y56","London","QRV",51.484308,-0.181644,,"CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","20/21 Standards Met","15/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"257","RQW","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","CM20 1QX",1995-04-01,,"Trust",,,"E54000025",,"Hertfordshire and West Essex","E40000007","Y61","East of England","QM7",51.771529,0.085457,,"THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"258","RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","E9 6SR",1995-04-01,,"Trust",,,"E54000029",,"East London Health and Care Partnership","E40000003","Y56","London","QMF",51.550634,-0.046099,,"HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","20/21 Approaching Standards","09/08/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"259","RQY","SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST","SW17 7DJ",1995-04-01,,"Trust",,,"E54000031",,"South West London Health and Care Partnership","E40000003","Y56","London","QWE",51.437358,-0.172348,,"SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST","20/21 Standards Met","02/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"260","RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","NE9 6SX",1998-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",54.93938,-1.580781,,"GATESHEAD HEALTH NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"261","RR8","LEEDS TEACHING HOSPITALS NHS TRUST","LS9 7TF",1998-04-01,,"Trust",,,"E54000054",,"West Yorkshire and Harrogate (Health and Care Partnership)","E40000009","Y63","North East and Yorkshire","QWO",53.806869,-1.520359,,"LEEDS TEACHING HOSPITALS NHS TRUST","20/21 Standards Met","28/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"262","RRE","MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST","ST16 3SR",2001-04-01,,"Trust",,,"E54000010",,"Staffordshire and Stoke on Trent","E40000008","Y60","Midlands","QNC",52.810605,-2.109085,,"MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST (RRE)","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"263","RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","WN1 2NN",2001-04-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.55774,-2.629091,,"Wrightington, Wigan and Leigh Teaching Hospitals NHS Foundation Trust","20/21 Standards Met","18/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"264","RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","B31 2AP",1995-04-01,,"Trust",,,"E54000017",,"Birmingham and Solihull","E40000008","Y60","Midlands","QHL",52.420088,-1.96116,,"THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"265","RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","B15 2GW",1995-04-01,,"Trust",,,"E54000017",,"Birmingham and Solihull","E40000008","Y60","Midlands","QHL",52.453198,-1.93847,,"UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","20/21 Approaching Standards","01/07/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"266","RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST","N15 3TH",2001-04-01,,"Trust",,,"E54000028",,"North London Partners in Health and Care","E40000003","Y56","London","QMJ",51.580625,-0.092097,,"BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST","20/21 Approaching Standards","25/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"267","RRU","LONDON AMBULANCE SERVICE NHS TRUST","SE1 8SD",1996-04-01,,"Trust",,,"E54000030",,"Our Healthier South East London","E40000003","Y56","London","QKK",51.500174,-0.109031,,"LONDON AMBULANCE SERVICE NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"268","RRV","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","NW1 2PG",1996-04-01,,"Trust",,,"E54000028",,"North London Partners in Health and Care","E40000003","Y56","London","QMJ",51.525735,-0.137409,,"UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"269","RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","CB21 5EF",2002-04-01,,"Trust",,,"E54000021",,"Cambridgeshire and Peterborough","E40000007","Y61","East of England","QUE",52.184505,0.188329,,"CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","20/21 Standards Met","06/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"270","RT2","PENNINE CARE NHS FOUNDATION TRUST","OL6 7SR",2002-04-01,,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.485827,-2.099981,,"PENNINE CARE NHS FOUNDATION TRUST","20/21 Standards Not Met","30/06/2021","NHS Trust","",,"20/21 Standards Not Met","Standards Not Met"
"271","RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","LE4 8PQ",1999-04-01,,"Trust",,,"E54000015",,"Leicester, Leicestershire and Rutland","E40000008","Y60","Midlands","QK1",52.676504,-1.103018,,"LEICESTERSHIRE PARTNERSHIP NHS TRUST","20/21 Standards Met","10/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"272","RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","NE7 7DN",1998-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",55.002783,-1.593392,,"THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"273","RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","GL53 7AN",2002-04-01,,"Trust",,,"E54000043",,"Gloucestershire","E40000006","Y58","South West","QR1",51.89212,-2.071883,,"GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"274","RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","NE29 8NH",1998-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",55.025241,-1.46734,,"NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"275","RTG","UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST","DE22 3NE",1998-04-01,,"Trust",,,"E54000012",,"Joined Up Care Derbyshire","E40000008","Y60","Midlands","QJ2",52.910425,-1.513523,,"UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST","20/21 Standards Met","28/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"276","RTH","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","OX3 9DU",1998-04-01,,"Trust",,,"E54000044",,"Buckinghamshire, Oxfordshire and Berkshire West","E40000005","Y59","South East","QU9",51.763867,-1.219773,,"OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","20/21 Approaching Standards","04/08/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"277","RTK","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","KT16 0PZ",1998-04-01,,"Trust",,,"E54000052",,"Surrey Heartlands Health and Care Partnership","E40000005","Y59","South East","QXU",51.377832,-0.52706,,"ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","20/21 Standards Met","17/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"278","RTP","SURREY AND SUSSEX HEALTHCARE NHS TRUST","RH1 5RH",1998-04-01,,"Trust",,,"E54000052",,"Surrey Heartlands Health and Care Partnership","E40000005","Y59","South East","QXU",51.219194,-0.162009,,"SURREY AND SUSSEX HEALTHCARE NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"279","RTQ","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","GL3 4AW",2002-04-01,,"Trust",,,"E54000043",,"Gloucestershire","E40000006","Y58","South West","QR1",51.844454,-2.177056,,"Gloucestershire Health and Care NHS Foundation Trust","20/21 Standards Exceeded","25/06/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"280","RTR","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","TS4 3BW",2002-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",54.551755,-1.214805,,"SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"281","RTV","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST","WA2 8WA",2002-04-01,2021-05-31,"Trust",,,"E54000008",,"Cheshire and Merseyside","E40000010","Y62","North West","QYG",53.429516,-2.606862,"RW4","NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST","20/21 Standards Met","30/07/2021","NHS Trust","","20/21 Standards Met","20/21 Standards Met","Standards Met"
"282","RTX","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","LA9 7RG",1998-04-01,,"Trust",,,"E54000048",,"Healthier Lancashire and South Cumbria","E40000010","Y62","North West","QE1",54.306116,-2.731605,,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","20/21 Approaching Standards","30/06/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"283","RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","NW1 3AX",1999-04-01,,"Trust",,,"E54000028",,"North London Partners in Health and Care","E40000003","Y56","London","QMJ",51.524345,-0.142166,,"CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","20/21 Standards Met","21/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"284","RV5","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","BR3 3BX",1999-04-01,,"Trust",,,"E54000030",,"Our Healthier South East London","E40000003","Y56","London","QKK",51.377782,-0.029228,,"SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","20/21 Standards Met","05/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"285","RV9","HUMBER TEACHING NHS FOUNDATION TRUST","HU10 6ED",1999-10-01,,"Trust",,,"E54000051",,"Humber, Coast and Vale","E40000009","Y63","North East and Yorkshire","QOQ",53.771903,-0.449418,,"HUMBER TEACHING NHS FOUNDATION TRUST","20/21 Standards Met","29/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"286","RVJ","NORTH BRISTOL NHS TRUST","BS10 5NB",1999-04-01,,"Trust",,,"E54000039",,"Bristol, North Somerset and South Gloucestershire","E40000006","Y58","South West","QUY",51.494806,-2.591016,,"NORTH BRISTOL NHS TRUST","20/21 Approaching Standards","28/07/2021","NHS Trust","",,"20/21 Approaching Standards","Approaching Standards"
"287","RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST","BA1 3QE",1999-04-01,,"Trust",,,"E54000040",,"Bath and North East Somerset, Swindon and Wiltshire","E40000006","Y58","South West","QOX",51.388604,-2.392313,,"AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"288","RVR","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","SM5 1AA",1999-04-01,,"Trust",,,"E54000031",,"South West London Health and Care Partnership","E40000003","Y56","London","QWE",51.380313,-0.183642,,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","20/21 Standards Met","04/08/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"289","RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","CT1 3NG",1999-04-01,,"Trust",,,"E54000032",,"Kent and Medway","E40000005","Y59","South East","QKS",51.266589,1.087083,,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","20/21 Standards Exceeded","29/06/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"290","RVW","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","TS24 9AH",1999-04-01,,"Trust",,,"E54000050",,"Cumbria and North East","E40000009","Y63","North East and Yorkshire","QHM",54.702398,-1.227837,,"NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","20/21 Standards Met","25/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"291","RVY","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","PR8 6PN",1999-04-01,,"Trust",,,"E54000008",,"Cheshire and Merseyside","E40000010","Y62","North West","QYG",53.63357,-2.97882,,"SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"292","RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","SO40 2RZ",2001-04-01,,"Trust",,,"E54000042",,"Hampshire and the Isle of Wight","E40000005","Y59","South East","QRL",50.9313,-1.530052,,"SOUTHERN HEALTH NHS FOUNDATION TRUST","20/21 Standards Exceeded","22/06/2021","NHS Trust","",,"20/21 Standards Exceeded","Standards Exceeded"
"293","RW4","MERSEY CARE NHS FOUNDATION TRUST","L34 1PJ",2001-04-01,,"Trust",,,"E54000008",,"Cheshire and Merseyside","E40000010","Y62","North West","QYG",53.424035,-2.826417,,"MERSEY CARE NHS FOUNDATION TRUST","20/21 Standards Met","30/07/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"294","RW5","LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST","PR5 6AW",2002-04-01,,"Trust",,,"E54000048",,"Healthier Lancashire and South Cumbria","E40000010","Y62","North West","QE1",53.719431,-2.63894,,"LANCASHIRE AND SOUTH CUMBRIA NHS FOUNDATION TRUST","20/21 Standards Met","30/06/2021","NHS Trust","",,"20/21 Standards Met","Standards Met"
"295","RW6","PENNINE ACUTE HOSPITALS NHS TRUST","M8 5RB",2002-04-01,2021-09-30,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.517882,-2.229502,"RM3",,,,,,"20/21 Standards Met","20/21 Standards Met","Standards Met"
"296","RW6","PENNINE ACUTE HOSPITALS NHS TRUST","M8 5RB",2002-04-01,2021-09-30,"Trust",,,"E54000007",,"Greater Manchester Health and Social Care Partnership","E40000010","Y62","North West","QOP",53.517882,-2.229502,"R0A",,,,,,"20/21 Standards Met","20/21 Standards Met","Standards Met"
