"","Code","Name","Start","Close","Prac_Status","Prescribing_Setting","validedition","open_at"
"16894","F83678","DR SEGARAJASINGHE",1996-11-01,NA,"A",4,"20/21","2021-03-31"
"16895","F83680","SOBELL MEDICAL CENTRE",1998-01-01,NA,"A",4,"20/21","2021-03-31"
"16896","F83681","PARTNERSHIP PRIMARY CARE CENTRE",1998-04-01,NA,"A",4,"20/21","2021-03-31"
"16897","F83682","ROSSLYN HILL SURGERY",1998-04-01,2021-08-31,"C",4,"20/21","2021-03-31"
"16898","F83683","SOMERS TOWN MEDICAL CENTRE",2000-04-01,NA,"A",4,"20/21","2021-03-31"
"16899","F83686","STROUD GREEN MEDICAL CENTRE",2002-11-26,NA,"A",4,"20/21","2021-03-31"
"16900","F84003","LOWER CLAPTON GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16901","F84004","MARKET STREET HEALTH GROUP",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16902","F84006","THE SHREWSBURY CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16903","F84008","BARTON HOUSE GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16904","F84009","STRATFORD VILLAGE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16905","F84010","ST. BARTHOLOMEWS SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16906","F84012","ALBION HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16907","F84013","STAMFORD HILL GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16908","F84014","UPTON LANE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16909","F84015","KINGSMEAD HEALTHCARE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16910","F84016","THE MISSION PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16911","F84017","STAR LANE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16912","F84018","THE NIGHTINGALE PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16913","F84021","LONDON FIELDS MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16914","F84022","STRATFORD HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16915","F84025","GOUGH WALK PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16916","F84030","RUSTON STREET CLINIC",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16917","F84031","JUBILEE STREET PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16918","F84033","SOMERFORD GROVE PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16919","F84034","ST. STEPHENS HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16920","F84035","RICHMOND ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16921","F84036","THE CEDAR PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16922","F84038","BEECHWOOD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16923","F84039","GOODMAN'S FIELD HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16924","F84041","SOUTHGATE ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16925","F84044","HARLEY GROVE MEDICAL CTR.",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16926","F84046","BRAYFORD SQUARE SURGERY",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"16927","F84047","CUSTOM HOUSE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16928","F84050","BOLEYN MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16929","F84051","STROUTS PLACE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16930","F84052","ESSEX LODGE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16931","F84053","GREENGATE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16932","F84054","THE LIMEHOUSE PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16933","F84055","THE GROVE ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16934","F84060","ATHENA MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16935","F84062","THE CHRISP STREET HTH CTR",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16936","F84063","THE DALSTON PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16937","F84069","WELL STREET SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16938","F84070","LATHOM ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16939","F84072","DE BEAUVOIR SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16940","F84074","THE GRAHAM PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16941","F84077","DR SAMUEL AND DR KHAN",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16942","F84079","THE WAPPING GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16943","F84080","FOUNTAYNE ROAD HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16944","F84081","THE SPITALFIELDS PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16945","F84083","BETHNAL GREEN HEALTH CTR.",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16946","F84086","THE FOREST PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16947","F84087","HARFORD HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16948","F84088","PLASHET ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16949","F84092","GLEN ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16950","F84093","TOLLGATE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16951","F84096","THE LAWSON PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16952","F84097","CLAREMONT CLINIC",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16953","F84105","THE LEA SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16954","F84111","ABBEY ROAD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16955","F84114","CITY SQUARE MEDICAL GROUP",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16956","F84115","THE STATHAM GROVE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16957","F84117","QUEENSBRIDGE GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16958","F84118","MERCHANT STREET PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16959","F84119","THE HERON PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16960","F84121","E12 HEALTH",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16961","F84122","XX PLACE HEALTH CENTRE",1989-06-01,NA,"A",4,"20/21","2021-03-31"
"16962","F84123","THE GLOBE TOWN SURGERY",1993-01-01,NA,"A",4,"20/21","2021-03-31"
"16963","F84124","THE PROJECT SURGERY",2003-01-01,NA,"A",4,"20/21","2021-03-31"
"16964","F84601","ELSDALE STREET SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16965","F84619","THE RIVERSIDE PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16966","F84620","THE WICK HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16967","F84621","SANDRINGHAM PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16968","F84632","THE GREENHOUSE WALK-IN",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16969","F84635","SHOREDITCH PARK SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16970","F84636","THE SURGERY (BARRETTS GROVE)",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16971","F84640","THE NEAMAN PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16972","F84641","BIRCHDALE ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16973","F84642","LUCAS AVENUE PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16974","F84647","ROSERTON STREET SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16975","F84656","DOCKLANDS MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16976","F84657","CUMBERLAND MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16977","F84658","SANGAM PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16978","F84660","DR CM PATEL'S SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16979","F84666","THE RUIZ MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16980","F84668","THE CLAPTON SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16981","F84669","NEWHAM MEDICAL CENTRE",1985-09-04,NA,"A",4,"20/21","2021-03-31"
"16982","F84670","WESTBURY ROAD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16983","F84672","FIRST 4 HEALTH GROUP - E7 HEALTH",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16984","F84673","ESK ROAD MEDICAL CENTRE",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"16985","F84676","THE STROUDLEY WLK HTH CTR",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16986","F84677","EAST END MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16987","F84681","BALAAM STREET PRACTICE",1985-10-14,NA,"A",4,"20/21","2021-03-31"
"16988","F84682","EAST ONE HEALTH",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"16989","F84685","THE ELM PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16990","F84686","THE SURGERY (CRANWICH ROAD)",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16991","F84692","THE HOXTON SURGERY",1987-10-19,NA,"A",4,"20/21","2021-03-31"
"16992","F84694","THE SURGERY (BROOKE ROAD)",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"16993","F84696","TREDEGAR PRACTICE",1988-02-22,NA,"A",4,"20/21","2021-03-31"
"16994","F84698","ABERFELDY PRACTICE",1987-09-21,NA,"A",4,"20/21","2021-03-31"
"16995","F84706","DR SKS SWEDAN",1987-10-19,2021-06-30,"C",4,"20/21","2021-03-31"
"16996","F84710","ISLAND HEALTH",1989-09-25,NA,"A",4,"20/21","2021-03-31"
"16997","F84711","ROSEWOOD PRACTICE",1990-01-01,NA,"A",4,"20/21","2021-03-31"
"16998","F84714","ST. PAUL'S WAY MEDICAL CTR",1990-10-01,NA,"A",4,"20/21","2021-03-31"
"16999","F84716","THE ALLERTON ROAD SURGERY",1990-12-01,NA,"A",4,"20/21","2021-03-31"
"17000","F84717","ROYAL DOCKS MEDICAL PRACTICE",1991-05-01,NA,"A",4,"20/21","2021-03-31"
"17001","F84718","THE BLITHEHALE MED.CTR.",1991-04-01,NA,"A",4,"20/21","2021-03-31"
"17002","F84719","LATIMER HEALTH CENTRE",1991-05-16,NA,"A",4,"20/21","2021-03-31"
"17003","F84720","HEALY MEDICAL CENTRE",1991-10-01,NA,"A",4,"20/21","2021-03-31"
"17004","F84724","WOODGRANGE MEDICAL PRACTICE",1992-10-01,NA,"A",4,"20/21","2021-03-31"
"17005","F84729","THE MANOR PARK PRACTICE",1994-09-01,NA,"A",4,"20/21","2021-03-31"
"17006","F84730","THE VICARAGE LANE SURGERY",1995-07-13,NA,"A",4,"20/21","2021-03-31"
"17007","F84731","ST. KATHERINE'S DOCK PRACTICE",1995-12-01,NA,"A",4,"20/21","2021-03-31"
"17008","F84733","HEALTH E1",1997-04-01,NA,"A",4,"20/21","2021-03-31"
"17009","F84734","BOLEYN ROAD PRACTICE",1998-04-01,NA,"D",4,"20/21","2021-03-31"
"17010","F84735","THE AZAD PRACTICE",1998-03-30,NA,"A",4,"20/21","2021-03-31"
"17011","F84739","E12 MEDICAL CENTRE",2000-01-24,NA,"A",4,"20/21","2021-03-31"
"17012","F84740","NEWHAM TRANSITIONAL PRACTICE",2000-09-04,NA,"A",4,"20/21","2021-03-31"
"17013","F84741","DR T KRISHNAMURTHY",2000-10-01,NA,"A",4,"20/21","2021-03-31"
"17014","F84742","THE SUMMITT PRACTICE",2000-10-01,NA,"A",4,"20/21","2021-03-31"
"17015","F84747","THE BARKANTINE PRACTICE",2002-02-11,NA,"A",4,"20/21","2021-03-31"
"17016","F84749","CARPENTERS PRACTICE",2002-09-16,NA,"A",4,"20/21","2021-03-31"
"17017","F84750","COMMUNITY DERMATOLOGY CLINIC",2003-01-01,NA,"A",4,"20/21","2021-03-31"
"17018","F85002","MEDICUS HEALTH PARTNERS",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17019","F85003","MEDICUS HEALTH PARTNERS-RILEY HOUSE",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17020","F85004","EAGLE HOUSE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17021","F85007","LAWRENCE HOUSE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17022","F85008","STAUNTON GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17023","F85010","KEATS SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17024","F85013","TYNEMOUTH MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17025","F85014","HIGHGATE GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17026","F85016","COCKFOSTERS MEDICAL CTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17027","F85017","CHARLTON HOUSE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17028","F85019","MORRIS HOUSE GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17029","F85020","THE WOODBERRY PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17030","F85023","THE ORDNANCE UNITY CENTRE FOR HEALTH",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17031","F85024","MEDICUS HEALTH PARTNERS-DEAN HOUSE",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17032","F85025","WHITE LODGE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17033","F85027","MEDICUS HEALTH PARTNERS-CARLTON HOUSE",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17034","F85028","BRUCE GROVE PRIMARY HEALTH CARE CTR",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17035","F85029","ABERNETHY HOUSE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17036","F85030","SOMERSET GARDENS FAMILY HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17037","F85031","WESTBURY MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17038","F85032","SOUTHGATE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17039","F85033","WINCHMORE HILL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17040","F85034","ARCADIAN GARDENS SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17041","F85035","HIGHLANDS PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17042","F85036","MEDICUS HEALTH PARTNERS-WILLOW HOUSE",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17043","F85039","RAINBOW PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17044","F85043","BOUNDARY COURT SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17045","F85044","THE BOUNCES ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17046","F85045","QUEENS AVENUE PRACTICE",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17047","F85046","HORNSEY PARK SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17048","F85048","MEDICUS HEALTH PARTNERS-MOORFIELD ROAD",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17049","F85052","SPUR ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17050","F85053","PARK LODGE MEDICAL CENTRE",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17051","F85055","MEDICUS HEALTH PARTNERS-CONNAUGHTSURGERY",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17052","F85058","NIGHTINGALE HOUSE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17053","F85060","HAVERGAL SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17054","F85061","CHRISTCHURCH HALL SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17055","F85063","THE MUSWELL HILL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17056","F85064","STUART CRESCENT HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17057","F85065","STUART CRESCENT MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17058","F85066","BOUNDS GREEN GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17059","F85067","THE 157 MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17060","F85069","CROUCH HALL ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17061","F85071","FERNLEA SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17062","F85072","GROVELANDS MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17063","F85076","MEDICUS HEALTH PARTNERS-FREEZYWATER PCC",1988-04-01,NA,"D",4,"20/21","2021-03-31"
"17064","F85615","TOTTENHAM HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17065","F85623","GROVE ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17066","F85625","BINCOTE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17067","F85628","DOWSETT ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17068","F85634","EAST ENFIELD PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17069","F85640","CHESHIRE ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17070","F85642","THE NORTH LONDON HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17071","F85650","MORECAMBE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17072","F85652","MEDICUS HEALTH PARTNERS-SOUTHBURY",1974-04-01,NA,"D",4,"20/21","2021-03-31"
"17073","F85654","BRICK LANE SURGERY",1986-02-03,NA,"D",4,"20/21","2021-03-31"
"17074","F85656","MEDICUS HEALTH PARTNERS- BUSH HILL PARK",1986-04-21,NA,"D",4,"20/21","2021-03-31"
"17075","F85663","LATYMER ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17076","F85666","DR ME SILVER'S PRACTICE",1988-05-02,NA,"A",4,"20/21","2021-03-31"
"17077","F85669","WEST GREEN ROAD SURGERY",1988-12-19,NA,"A",4,"20/21","2021-03-31"
"17078","F85675","THE ALEXANDRA SURGERY",1989-11-20,NA,"A",4,"20/21","2021-03-31"
"17079","F85676","BOUNDARY HOUSE SURGERY",1990-06-04,NA,"A",4,"20/21","2021-03-31"
"17080","F85678","TOWN SURGERY",1990-08-01,NA,"A",4,"20/21","2021-03-31"
"17081","F85681","MEDICUS HEALTH PARTNERS-GREEN STREET",1991-07-01,NA,"D",4,"20/21","2021-03-31"
"17082","F85682","CHALFONT ROAD SURGERY",1991-07-01,NA,"A",4,"20/21","2021-03-31"
"17083","F85684","MEDICUS HEALTH PARTNERS-CURZON AVENUE",1991-10-01,NA,"D",4,"20/21","2021-03-31"
"17084","F85686","TRINITY AVENUE SURGERY",1991-11-26,NA,"D",4,"20/21","2021-03-31"
"17085","F85687","OAKWOOD MEDICAL CENTRE",1992-07-01,NA,"A",4,"20/21","2021-03-31"
"17086","F85688","RUTLAND HOUSE SURGERY",1992-10-01,NA,"A",4,"20/21","2021-03-31"
"17087","F85697","THE OLD SURGERY",1996-04-01,NA,"A",4,"20/21","2021-03-31"
"17088","F85700","ARNOS GROVE MEDICAL CENTR",1997-03-01,NA,"A",4,"20/21","2021-03-31"
"17089","F85701","GILLAN HOUSE SURGERY",1997-04-01,NA,"A",4,"20/21","2021-03-31"
"17090","F85703","MEDICUS HEALTH PARTNERS-LINCOLN ROAD MED",1999-10-01,NA,"D",4,"20/21","2021-03-31"
"17091","F85705","JS MEDICAL PRACTICE",2000-07-02,NA,"A",4,"20/21","2021-03-31"
"17092","F85707","MEDICUS HEALTH PARTNERS-ENFIELD ISLAND",2000-07-18,NA,"D",4,"20/21","2021-03-31"
"17093","F86001","THE FIRS",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17094","F86004","HANDSWORTH MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17095","F86005","THE PENRHYN SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17096","F86006","DR S PHILLIPS AND DR M PATEL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17097","F86007","THE FOREST EDGE PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17098","F86008","GANTS HILL MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17099","F86009","THE PALMS MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17100","F86010","FULLWELL CROSS MED. CTR.",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17101","F86011","THE MANOR PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17102","F86012","RYDAL",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17103","F86013","THE BROADWAY SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17104","F86018","THE ECCLESBOURNE PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17105","F86020","GLEBELANDS PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17106","F86022","ILFORD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17107","F86023","THE EVERGREEN SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17108","F86025","OAK TREE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17109","F86026","THE FOREST SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17110","F86028","CHADWELL HEATH SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17111","F86030","QUEENS ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17112","F86032","WANSTEAD PLACE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17113","F86034","GREEN LANE, GOODMAYES MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17114","F86036","THE ALLUM MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17115","F86038","SMA MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17116","F86040","DR A ARIF",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17117","F86042","BALFOUR ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17118","F86044","CRAWLEY ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17119","F86045","HIGH ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17120","F86057","THE WILLOWS PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17121","F86058","ST JAMES MEDICAL PRACTICE LIMITED",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17122","F86060","NEWBURY GROUP PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17123","F86062","GROVE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17124","F86064","THE ELMHURST PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17125","F86066","SOUTHDENE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17126","F86074","LEYTON HEALTHCARE 4TH FLOOR",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17127","F86078","THE RIDGEWAY SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17128","F86081","KENWOOD MEDICAL",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17129","F86082","ILFORD LANE SURGERY",1986-09-20,NA,"A",4,"20/21","2021-03-31"
"17130","F86083","THE EASTERN AVENUE MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17131","F86085","HAINAULT SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17132","F86086","DR DHITAL PRACTICE",1990-09-01,NA,"A",4,"20/21","2021-03-31"
"17133","F86087","GOODMAYES MEDICAL CENTRE",1991-02-11,NA,"A",4,"20/21","2021-03-31"
"17134","F86088","THE LYNDHURST SURGERY",1991-04-01,NA,"A",4,"20/21","2021-03-31"
"17135","F86607","ADDISON ROAD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17136","F86612","THE FULLWELL AVENUE SURGERY",1986-08-01,NA,"A",4,"20/21","2021-03-31"
"17137","F86616","THE OLD CHURCH SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17138","F86621","DR MOHAMMED GREEN MAN MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17139","F86624","THE HEATHCOTE PRIMARY CARE CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17140","F86625","LL MEDICAL CARE LTD",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17141","F86626","DR SHANTIR PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17142","F86627","CHURCHILL MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17143","F86637","SEVEN KINGS PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17144","F86638","THE MICROFACULTY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17145","F86641","THE SHRUBBERIES MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17146","F86642","CASTLETON ROAD HEALTH CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17147","F86644","WALTHAM FOREST COMM & FAM HTH SERV LTD",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17148","F86650","LIME TREE SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17149","F86652","THE DRIVE SURGERY",1987-04-01,NA,"A",4,"20/21","2021-03-31"
"17150","F86657","YORK ROAD SURGERY",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17151","F86658","QUEEN MARY PRACTICE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
"17152","F86664","LARKSHALL MEDICAL CENTRE",1974-04-01,NA,"A",4,"20/21","2021-03-31"
